Produto,Categoria do Produto,Quantidade,Preço Unitário,Nome da Loja,Forma de Pagamento,Estado da Loja,Cidade da Loja,Preço Total
Smartphone,Informática,9,3263.64,Loja Leste,Débito,RJ,Belo Horizonte,29372.76
Smartphone,Acessórios,8,3077.36,Loja Sul,Débito,MG,São Paulo,24618.88
Smartphone,Periféricos,7,3453.41,Loja Centro,Crédito,RS,Belo Horizonte,24173.87
Laptop,Periféricos,8,239.67,Loja Oeste,Crédito,RS,São Paulo,1917.36
Laptop,Periféricos,4,1494.01,Loja Leste,Débito,BA,Rio de Janeiro,5976.04
Impressora,Acessórios,2,4551.22,Loja Leste,Débito,RJ,Rio de Janeiro,9102.44
Teclado,Eletrônicos,9,2147.91,Loja Oeste,Débito,RJ,Rio de Janeiro,19331.19
Headset,Periféricos,3,4805.19,Loja Norte,Débito,RS,Belo Horizonte,14415.57
Laptop,Informática,4,1106.84,Loja Norte,Crédito,RJ,Rio de Janeiro,4427.36
Smartwatch,Eletrônicos,7,4987.25,Loja Oeste,Débito,RJ,Salvador,34910.75
Monitor,Eletrônicos,2,3503.03,Loja Oeste,Débito,MG,Belo Horizonte,7006.06
Laptop,Eletrônicos,8,3893.15,Loja Oeste,Boleto,RS,Rio de Janeiro,31145.2
Webcam,Periféricos,8,2014.46,Loja Leste,Crédito,RS,Rio de Janeiro,16115.68
Smartphone,Acessórios,5,4539.69,Loja Sul,Crédito,SP,São Paulo,22698.449999999997
Laptop,Acessórios,9,2750.04,Loja Leste,Boleto,RS,Salvador,24750.36
Impressora,Periféricos,8,3420.64,Loja Leste,Crédito,RS,Salvador,27365.12
Monitor,Informática,1,519.3,Loja Norte,Crédito,SP,Belo Horizonte,519.3
Monitor,Informática,9,3176.82,Loja Oeste,Débito,RJ,Salvador,28591.38
Teclado,Informática,5,4401.44,Loja Leste,Débito,RJ,Rio de Janeiro,22007.199999999997
Mouse,Periféricos,9,932.5,Loja Leste,Crédito,BA,Belo Horizonte,8392.5
Mouse,Acessórios,9,3701.74,Loja Oeste,Boleto,RJ,Porto Alegre,33315.659999999996
Headset,Periféricos,3,175.73,Loja Sul,Boleto,RS,São Paulo,527.1899999999999
Smartwatch,Acessórios,8,4634.7,Loja Norte,Crédito,BA,São Paulo,37077.6
Tablet,Eletrônicos,7,4915.44,Loja Centro,Crédito,BA,Porto Alegre,34408.079999999994
Impressora,Periféricos,7,1803.19,Loja Leste,Crédito,RJ,Belo Horizonte,12622.33
Webcam,Acessórios,2,580.02,Loja Sul,Crédito,BA,Porto Alegre,1160.04
Laptop,Eletrônicos,2,3309.95,Loja Centro,Débito,SP,Salvador,6619.9
Impressora,Eletrônicos,2,197.68,Loja Oeste,Débito,BA,Rio de Janeiro,395.36
Smartwatch,Periféricos,2,2438.31,Loja Centro,Crédito,MG,Porto Alegre,4876.62
Mouse,Acessórios,4,1395.31,Loja Oeste,Boleto,SP,Porto Alegre,5581.24
Impressora,Eletrônicos,7,2393.03,Loja Sul,Débito,RS,Salvador,16751.210000000003
Laptop,Periféricos,2,140.46,Loja Centro,Crédito,RJ,Belo Horizonte,280.92
Teclado,Eletrônicos,5,305.48,Loja Norte,Boleto,RJ,Rio de Janeiro,1527.4
Headset,Informática,7,129.08,Loja Sul,Débito,MG,Rio de Janeiro,903.5600000000001
Teclado,Periféricos,9,3114.7,Loja Centro,Débito,RJ,São Paulo,28032.3
Mouse,Eletrônicos,8,2822.46,Loja Leste,Crédito,RS,Rio de Janeiro,22579.68
Smartphone,Periféricos,9,1204.13,Loja Centro,Boleto,BA,Rio de Janeiro,10837.170000000002
Mouse,Periféricos,7,3250.88,Loja Centro,Crédito,RJ,Rio de Janeiro,22756.16
Headset,Acessórios,3,4426.83,Loja Norte,Débito,RS,Rio de Janeiro,13280.49
Laptop,Acessórios,1,1422.74,Loja Sul,Boleto,SP,Salvador,1422.74
Smartwatch,Eletrônicos,7,4168.37,Loja Leste,Débito,RS,São Paulo,29178.59
Tablet,Periféricos,6,3329.42,Loja Sul,Crédito,MG,Porto Alegre,19976.52
Teclado,Periféricos,2,217.41,Loja Sul,Crédito,RS,São Paulo,434.82
Mouse,Informática,1,1906.99,Loja Leste,Débito,RJ,Belo Horizonte,1906.99
Smartwatch,Periféricos,4,2563.4,Loja Leste,Crédito,BA,Porto Alegre,10253.6
Teclado,Acessórios,4,3671.91,Loja Norte,Crédito,RS,São Paulo,14687.64
Mouse,Periféricos,6,1471.3,Loja Oeste,Débito,MG,São Paulo,8827.8
Headset,Acessórios,5,4914.51,Loja Norte,Boleto,SP,São Paulo,24572.550000000003
Teclado,Informática,9,3438.47,Loja Leste,Débito,MG,São Paulo,30946.23
Mouse,Eletrônicos,8,1895.43,Loja Centro,Débito,SP,São Paulo,15163.44
Laptop,Acessórios,9,530.27,Loja Centro,Boleto,RS,São Paulo,4772.43
Headset,Eletrônicos,7,947.77,Loja Sul,Crédito,BA,Salvador,6634.389999999999
Smartwatch,Eletrônicos,9,2463.66,Loja Sul,Boleto,MG,Salvador,22172.94
Smartwatch,Eletrônicos,3,2498.74,Loja Oeste,Débito,BA,Porto Alegre,7496.219999999999
Tablet,Eletrônicos,9,3850.21,Loja Oeste,Boleto,RS,Rio de Janeiro,34651.89
Impressora,Acessórios,2,3644.57,Loja Oeste,Crédito,BA,São Paulo,7289.14
Smartphone,Informática,9,1046.3,Loja Oeste,Boleto,BA,Rio de Janeiro,9416.699999999999
Laptop,Periféricos,6,2995.04,Loja Centro,Boleto,MG,Salvador,17970.239999999998
Headset,Acessórios,4,152.08,Loja Leste,Débito,RS,Belo Horizonte,608.32
Teclado,Informática,2,2022.81,Loja Oeste,Boleto,BA,São Paulo,4045.62
Smartwatch,Periféricos,3,3832.32,Loja Norte,Débito,SP,Porto Alegre,11496.960000000001
Laptop,Eletrônicos,5,2027.57,Loja Oeste,Crédito,RJ,Rio de Janeiro,10137.85
Headset,Periféricos,9,4186.2,Loja Centro,Boleto,SP,Porto Alegre,37675.799999999996
Headset,Periféricos,7,4881.97,Loja Sul,Boleto,BA,São Paulo,34173.79
Teclado,Informática,3,3055.7,Loja Norte,Débito,RS,Rio de Janeiro,9167.099999999999
Headset,Periféricos,4,767.77,Loja Oeste,Débito,SP,Rio de Janeiro,3071.08
Webcam,Eletrônicos,2,1929.4,Loja Centro,Crédito,RS,São Paulo,3858.8
Laptop,Acessórios,8,96.94,Loja Sul,Débito,SP,Belo Horizonte,775.52
Mouse,Acessórios,6,3033.49,Loja Oeste,Débito,RS,São Paulo,18200.94
Smartwatch,Informática,3,4116.76,Loja Centro,Crédito,BA,Porto Alegre,12350.28
Smartwatch,Eletrônicos,5,3168.2,Loja Centro,Débito,MG,Salvador,15841.0
Mouse,Eletrônicos,5,3941.13,Loja Leste,Débito,SP,Salvador,19705.65
Laptop,Periféricos,1,4009.52,Loja Centro,Débito,RS,Salvador,4009.52
Smartphone,Informática,5,4262.51,Loja Oeste,Débito,SP,Rio de Janeiro,21312.550000000003
Laptop,Eletrônicos,6,1369.99,Loja Centro,Crédito,RS,Rio de Janeiro,8219.94
Monitor,Eletrônicos,2,4362.78,Loja Norte,Crédito,RS,São Paulo,8725.56
Headset,Eletrônicos,3,3287.77,Loja Centro,Débito,MG,Rio de Janeiro,9863.31
Impressora,Acessórios,5,1484.14,Loja Centro,Boleto,RS,Porto Alegre,7420.700000000001
Teclado,Acessórios,3,4937.11,Loja Norte,Crédito,SP,São Paulo,14811.329999999998
Webcam,Acessórios,5,4753.4,Loja Oeste,Boleto,BA,Porto Alegre,23767.0
Impressora,Periféricos,5,2893.48,Loja Sul,Débito,RJ,Salvador,14467.4
Mouse,Periféricos,8,4223.88,Loja Leste,Débito,RS,Porto Alegre,33791.04
Teclado,Periféricos,9,1344.4,Loja Sul,Crédito,RJ,Salvador,12099.6
Teclado,Eletrônicos,8,2109.38,Loja Oeste,Boleto,BA,Rio de Janeiro,16875.04
Teclado,Acessórios,3,960.66,Loja Oeste,Crédito,RJ,São Paulo,2881.98
Smartwatch,Eletrônicos,1,2624.51,Loja Norte,Crédito,RS,Belo Horizonte,2624.51
Webcam,Eletrônicos,3,2505.21,Loja Sul,Crédito,SP,Porto Alegre,7515.63
Smartwatch,Informática,1,1103.43,Loja Centro,Débito,MG,São Paulo,1103.43
Headset,Eletrônicos,9,3380.37,Loja Norte,Boleto,RS,Belo Horizonte,30423.329999999998
Monitor,Periféricos,3,633.06,Loja Norte,Débito,RS,São Paulo,1899.1799999999998
Tablet,Acessórios,8,355.37,Loja Leste,Débito,MG,Belo Horizonte,2842.96
Webcam,Acessórios,6,1955.28,Loja Norte,Débito,MG,São Paulo,11731.68
Impressora,Eletrônicos,3,2078.63,Loja Sul,Crédito,MG,Salvador,6235.89
Headset,Periféricos,9,1632.72,Loja Oeste,Débito,MG,Belo Horizonte,14694.48
Laptop,Periféricos,8,1326.84,Loja Leste,Débito,MG,São Paulo,10614.72
Mouse,Periféricos,3,1726.94,Loja Centro,Débito,RS,Belo Horizonte,5180.82
Monitor,Acessórios,7,858.71,Loja Sul,Débito,RJ,Salvador,6010.97
Headset,Periféricos,5,2047.09,Loja Centro,Débito,SP,Belo Horizonte,10235.449999999999
Laptop,Periféricos,2,4527.79,Loja Norte,Débito,RS,Belo Horizonte,9055.58
Monitor,Eletrônicos,8,1160.91,Loja Sul,Boleto,BA,São Paulo,9287.28
Laptop,Informática,1,3438.03,Loja Leste,Crédito,RS,Porto Alegre,3438.03
Webcam,Periféricos,4,751.83,Loja Leste,Débito,RS,Salvador,3007.32
Laptop,Eletrônicos,4,1801.84,Loja Centro,Crédito,RJ,São Paulo,7207.36
Monitor,Eletrônicos,5,1639.82,Loja Oeste,Boleto,MG,Rio de Janeiro,8199.1
Laptop,Periféricos,4,4688.3,Loja Leste,Boleto,BA,Belo Horizonte,18753.2
Impressora,Informática,1,2168.51,Loja Centro,Crédito,RJ,Rio de Janeiro,2168.51
Headset,Acessórios,7,3467.81,Loja Oeste,Boleto,SP,São Paulo,24274.67
Monitor,Informática,2,3032.19,Loja Sul,Débito,BA,Porto Alegre,6064.38
Impressora,Periféricos,3,748.1,Loja Leste,Boleto,BA,Salvador,2244.3
Laptop,Informática,5,4700.73,Loja Leste,Débito,RJ,São Paulo,23503.649999999998
Laptop,Eletrônicos,8,1762.05,Loja Centro,Crédito,BA,Porto Alegre,14096.4
Teclado,Eletrônicos,8,271.55,Loja Leste,Crédito,RS,São Paulo,2172.4
Monitor,Informática,2,1537.2,Loja Centro,Crédito,RS,Porto Alegre,3074.4
Webcam,Acessórios,9,1711.39,Loja Leste,Crédito,MG,Rio de Janeiro,15402.51
Laptop,Informática,6,509.09,Loja Centro,Crédito,RJ,Porto Alegre,3054.54
Mouse,Periféricos,9,3118.89,Loja Leste,Crédito,RS,Salvador,28070.01
Smartwatch,Acessórios,4,1766.48,Loja Sul,Débito,BA,Rio de Janeiro,7065.92
Tablet,Informática,3,3164.22,Loja Sul,Crédito,BA,Belo Horizonte,9492.66
Smartwatch,Informática,5,83.37,Loja Centro,Boleto,RS,Rio de Janeiro,416.85
Webcam,Acessórios,5,4911.14,Loja Sul,Débito,RJ,Rio de Janeiro,24555.7
Headset,Informática,4,894.06,Loja Centro,Débito,RJ,Belo Horizonte,3576.24
Smartphone,Periféricos,7,3313.69,Loja Centro,Débito,SP,Rio de Janeiro,23195.83
Mouse,Eletrônicos,8,3593.13,Loja Norte,Débito,RJ,Rio de Janeiro,28745.04
Smartphone,Periféricos,5,899.46,Loja Sul,Crédito,RS,Belo Horizonte,4497.3
Laptop,Informática,9,602.98,Loja Norte,Crédito,SP,Belo Horizonte,5426.82
Headset,Eletrônicos,7,805.26,Loja Norte,Crédito,BA,Salvador,5636.82
Impressora,Acessórios,7,1271.75,Loja Leste,Boleto,RS,Rio de Janeiro,8902.25
Laptop,Periféricos,8,882.75,Loja Centro,Crédito,MG,Rio de Janeiro,7062.0
Smartphone,Acessórios,4,3386.3,Loja Oeste,Crédito,MG,Rio de Janeiro,13545.2
Laptop,Eletrônicos,6,2133.12,Loja Norte,Boleto,RJ,Salvador,12798.72
Tablet,Informática,5,2712.07,Loja Leste,Crédito,SP,Rio de Janeiro,13560.35
Teclado,Eletrônicos,1,284.32,Loja Sul,Crédito,SP,Belo Horizonte,284.32
Tablet,Eletrônicos,9,4313.18,Loja Oeste,Débito,BA,Belo Horizonte,38818.62
Headset,Acessórios,2,894.33,Loja Centro,Crédito,RJ,Belo Horizonte,1788.66
Impressora,Periféricos,6,1832.75,Loja Leste,Boleto,SP,Belo Horizonte,10996.5
Tablet,Eletrônicos,8,405.91,Loja Oeste,Débito,RS,Porto Alegre,3247.28
Monitor,Informática,3,727.13,Loja Centro,Boleto,BA,Belo Horizonte,2181.39
Impressora,Eletrônicos,5,3345.71,Loja Centro,Boleto,SP,Salvador,16728.55
Smartphone,Acessórios,7,3478.31,Loja Oeste,Crédito,MG,Porto Alegre,24348.17
Tablet,Periféricos,4,3400.98,Loja Leste,Débito,MG,Rio de Janeiro,13603.92
Teclado,Informática,5,2783.08,Loja Oeste,Crédito,SP,Belo Horizonte,13915.4
Impressora,Acessórios,1,4764.98,Loja Norte,Débito,MG,Rio de Janeiro,4764.98
Laptop,Eletrônicos,4,2560.53,Loja Centro,Débito,RS,Belo Horizonte,10242.12
Teclado,Eletrônicos,7,2274.59,Loja Sul,Débito,BA,Belo Horizonte,15922.130000000001
Laptop,Periféricos,7,1275.35,Loja Oeste,Boleto,RS,Porto Alegre,8927.449999999999
Tablet,Acessórios,4,539.31,Loja Oeste,Crédito,MG,Belo Horizonte,2157.24
Mouse,Acessórios,6,2763.37,Loja Centro,Débito,SP,Belo Horizonte,16580.22
Mouse,Periféricos,5,1608.71,Loja Centro,Débito,SP,São Paulo,8043.55
Smartphone,Informática,1,2643.93,Loja Oeste,Boleto,BA,Salvador,2643.93
Teclado,Acessórios,8,1070.29,Loja Sul,Débito,MG,Salvador,8562.32
Laptop,Periféricos,7,4198.95,Loja Centro,Débito,MG,Rio de Janeiro,29392.649999999998
Webcam,Acessórios,5,4998.5,Loja Centro,Crédito,MG,Rio de Janeiro,24992.5
Teclado,Periféricos,7,1645.9,Loja Norte,Boleto,RJ,Porto Alegre,11521.300000000001
Monitor,Eletrônicos,3,4219.52,Loja Leste,Boleto,SP,Rio de Janeiro,12658.560000000001
Smartphone,Eletrônicos,8,4371.28,Loja Norte,Débito,MG,São Paulo,34970.24
Smartwatch,Acessórios,5,4980.57,Loja Sul,Débito,BA,Rio de Janeiro,24902.85
Smartwatch,Acessórios,2,1746.46,Loja Leste,Boleto,RJ,Belo Horizonte,3492.92
Laptop,Eletrônicos,2,3792.4,Loja Oeste,Débito,MG,Rio de Janeiro,7584.8
Mouse,Informática,4,1182.6,Loja Sul,Débito,SP,Rio de Janeiro,4730.4
Impressora,Periféricos,7,3142.74,Loja Sul,Boleto,RJ,Belo Horizonte,21999.18
Monitor,Informática,4,3538.97,Loja Norte,Débito,RS,São Paulo,14155.88
Smartwatch,Informática,9,3718.55,Loja Leste,Crédito,BA,Salvador,33466.950000000004
Laptop,Informática,2,1075.5,Loja Sul,Débito,SP,São Paulo,2151.0
Laptop,Eletrônicos,6,4251.19,Loja Leste,Boleto,RS,São Paulo,25507.14
Tablet,Acessórios,4,2133.81,Loja Oeste,Crédito,SP,Porto Alegre,8535.24
Mouse,Informática,6,1121.03,Loja Leste,Débito,BA,Porto Alegre,6726.18
Teclado,Eletrônicos,9,2735.53,Loja Norte,Crédito,MG,Belo Horizonte,24619.77
Impressora,Periféricos,9,4323.62,Loja Norte,Boleto,RS,Porto Alegre,38912.58
Tablet,Acessórios,9,4837.09,Loja Sul,Crédito,RS,Salvador,43533.81
Smartwatch,Periféricos,9,3753.63,Loja Leste,Débito,RJ,Belo Horizonte,33782.67
Impressora,Informática,3,77.83,Loja Norte,Débito,MG,Porto Alegre,233.49
Smartphone,Acessórios,9,716.77,Loja Centro,Boleto,BA,Rio de Janeiro,6450.93
Mouse,Informática,3,427.56,Loja Norte,Crédito,RJ,Porto Alegre,1282.68
Smartwatch,Acessórios,3,551.01,Loja Oeste,Crédito,RS,Salvador,1653.03
Laptop,Informática,5,1946.02,Loja Centro,Boleto,SP,Porto Alegre,9730.1
Smartwatch,Periféricos,6,1725.54,Loja Leste,Boleto,BA,Belo Horizonte,10353.24
Webcam,Periféricos,9,612.74,Loja Sul,Boleto,RJ,Rio de Janeiro,5514.66
Headset,Informática,1,4417.06,Loja Centro,Boleto,MG,Belo Horizonte,4417.06
Headset,Acessórios,8,3096.37,Loja Norte,Débito,SP,Rio de Janeiro,24770.96
Smartwatch,Periféricos,4,3992.49,Loja Sul,Débito,RJ,Rio de Janeiro,15969.96
Webcam,Acessórios,7,1889.17,Loja Sul,Boleto,BA,Salvador,13224.19
Smartwatch,Acessórios,6,2080.67,Loja Sul,Boleto,SP,São Paulo,12484.02
Headset,Periféricos,6,1622.22,Loja Sul,Crédito,RJ,Salvador,9733.32
Tablet,Eletrônicos,7,2220.21,Loja Leste,Débito,RJ,São Paulo,15541.470000000001
Smartphone,Eletrônicos,4,3071.37,Loja Leste,Crédito,BA,São Paulo,12285.48
Headset,Acessórios,6,2490.27,Loja Leste,Crédito,MG,Salvador,14941.619999999999
Smartphone,Periféricos,3,4197.69,Loja Norte,Débito,SP,Porto Alegre,12593.07
Laptop,Eletrônicos,5,4505.69,Loja Leste,Boleto,RJ,Salvador,22528.449999999997
Smartphone,Informática,2,2374.94,Loja Sul,Débito,BA,Belo Horizonte,4749.88
Tablet,Acessórios,3,1236.75,Loja Centro,Crédito,RJ,Belo Horizonte,3710.25
Webcam,Eletrônicos,9,4728.7,Loja Centro,Débito,BA,Belo Horizonte,42558.299999999996
Smartphone,Periféricos,6,3688.44,Loja Centro,Boleto,BA,Belo Horizonte,22130.64
Impressora,Periféricos,3,3218.63,Loja Centro,Débito,RJ,São Paulo,9655.89
Teclado,Acessórios,2,3739.8,Loja Centro,Boleto,BA,São Paulo,7479.6
Headset,Periféricos,5,426.11,Loja Oeste,Boleto,SP,Salvador,2130.55
Webcam,Informática,5,384.75,Loja Centro,Crédito,BA,Rio de Janeiro,1923.75
Monitor,Informática,1,807.95,Loja Centro,Crédito,MG,Rio de Janeiro,807.95
Laptop,Eletrônicos,3,779.88,Loja Centro,Boleto,MG,São Paulo,2339.64
Teclado,Periféricos,7,2132.32,Loja Norte,Boleto,BA,Porto Alegre,14926.240000000002
Impressora,Informática,9,829.15,Loja Oeste,Crédito,SP,São Paulo,7462.349999999999
Mouse,Acessórios,5,4279.9,Loja Centro,Boleto,RS,Porto Alegre,21399.5
Tablet,Periféricos,4,2911.58,Loja Leste,Débito,RS,Rio de Janeiro,11646.32
Smartwatch,Eletrônicos,3,1872.9,Loja Norte,Boleto,SP,São Paulo,5618.700000000001
Teclado,Acessórios,9,394.63,Loja Oeste,Boleto,MG,Salvador,3551.67
Webcam,Acessórios,7,2975.59,Loja Leste,Crédito,BA,Belo Horizonte,20829.13
Webcam,Acessórios,7,626.84,Loja Leste,Crédito,RJ,Rio de Janeiro,4387.88
Webcam,Informática,8,3728.94,Loja Norte,Crédito,BA,São Paulo,29831.52
Laptop,Acessórios,1,4023.65,Loja Leste,Débito,BA,São Paulo,4023.65
Smartphone,Informática,4,2742.68,Loja Sul,Boleto,RS,Belo Horizonte,10970.72
Headset,Acessórios,5,790.53,Loja Norte,Boleto,BA,Rio de Janeiro,3952.6499999999996
Mouse,Informática,5,3944.97,Loja Norte,Crédito,RS,Salvador,19724.85
Smartwatch,Periféricos,1,1573.75,Loja Sul,Boleto,RJ,Salvador,1573.75
Webcam,Informática,3,1152.13,Loja Norte,Boleto,BA,Salvador,3456.3900000000003
Smartwatch,Informática,2,2379.26,Loja Leste,Débito,SP,Rio de Janeiro,4758.52
Monitor,Periféricos,7,4617.1,Loja Leste,Boleto,BA,Salvador,32319.700000000004
Laptop,Acessórios,5,1522.0,Loja Leste,Débito,SP,Porto Alegre,7610.0
Webcam,Periféricos,3,4532.61,Loja Sul,Boleto,RS,São Paulo,13597.829999999998
Monitor,Acessórios,8,315.58,Loja Leste,Crédito,BA,Porto Alegre,2524.64
Mouse,Informática,1,463.44,Loja Sul,Crédito,RS,Rio de Janeiro,463.44
Mouse,Acessórios,1,3507.88,Loja Sul,Boleto,SP,Salvador,3507.88
Headset,Informática,6,993.43,Loja Sul,Crédito,RS,Salvador,5960.58
Impressora,Acessórios,1,1617.27,Loja Norte,Débito,MG,Salvador,1617.27
Headset,Informática,4,725.05,Loja Oeste,Crédito,SP,Belo Horizonte,2900.2
Smartphone,Informática,6,1694.63,Loja Sul,Débito,RS,Belo Horizonte,10167.78
Smartwatch,Eletrônicos,1,1438.28,Loja Leste,Boleto,BA,Salvador,1438.28
Tablet,Acessórios,9,3694.87,Loja Sul,Boleto,RS,São Paulo,33253.83
Mouse,Acessórios,4,3525.02,Loja Centro,Crédito,RJ,Belo Horizonte,14100.08
Tablet,Eletrônicos,9,4776.89,Loja Norte,Boleto,SP,Rio de Janeiro,42992.01
Laptop,Informática,9,3635.89,Loja Leste,Boleto,RS,Salvador,32723.01
Teclado,Informática,6,3489.35,Loja Norte,Débito,MG,São Paulo,20936.1
Webcam,Eletrônicos,7,3486.31,Loja Norte,Débito,RJ,Belo Horizonte,24404.17
Laptop,Eletrônicos,1,4420.69,Loja Centro,Boleto,SP,Rio de Janeiro,4420.69
Mouse,Periféricos,5,1516.37,Loja Sul,Crédito,RJ,Belo Horizonte,7581.849999999999
Monitor,Informática,3,1535.46,Loja Leste,Crédito,BA,Rio de Janeiro,4606.38
Smartwatch,Periféricos,6,3719.01,Loja Oeste,Crédito,MG,Salvador,22314.06
Tablet,Acessórios,4,1182.09,Loja Norte,Boleto,BA,São Paulo,4728.36
Headset,Periféricos,9,4564.5,Loja Oeste,Crédito,RS,Porto Alegre,41080.5
Teclado,Eletrônicos,7,2697.17,Loja Oeste,Crédito,RJ,Belo Horizonte,18880.190000000002
Impressora,Eletrônicos,4,1535.62,Loja Sul,Boleto,BA,São Paulo,6142.48
Laptop,Eletrônicos,6,3891.69,Loja Oeste,Débito,RS,Porto Alegre,23350.14
Impressora,Eletrônicos,2,1595.99,Loja Leste,Débito,MG,Salvador,3191.98
Tablet,Periféricos,3,4818.23,Loja Sul,Boleto,BA,Rio de Janeiro,14454.689999999999
Tablet,Periféricos,7,4915.8,Loja Oeste,Débito,RJ,Salvador,34410.6
Webcam,Periféricos,4,3350.64,Loja Sul,Crédito,BA,São Paulo,13402.56
Monitor,Eletrônicos,7,612.49,Loja Leste,Boleto,MG,São Paulo,4287.43
Monitor,Eletrônicos,9,1352.88,Loja Norte,Boleto,RS,Belo Horizonte,12175.920000000002
Smartphone,Informática,5,2601.31,Loja Centro,Débito,BA,Porto Alegre,13006.55
Headset,Informática,1,4264.66,Loja Sul,Boleto,BA,Porto Alegre,4264.66
Mouse,Eletrônicos,5,965.19,Loja Centro,Boleto,SP,Belo Horizonte,4825.950000000001
Mouse,Informática,6,566.8,Loja Norte,Crédito,RS,Salvador,3400.7999999999997
Tablet,Acessórios,2,418.66,Loja Leste,Boleto,SP,Porto Alegre,837.32
Laptop,Acessórios,8,2559.49,Loja Norte,Boleto,SP,Salvador,20475.92
Smartwatch,Eletrônicos,2,4429.27,Loja Centro,Boleto,MG,Rio de Janeiro,8858.54
Mouse,Periféricos,9,259.68,Loja Leste,Boleto,MG,São Paulo,2337.12
Mouse,Acessórios,2,1100.99,Loja Oeste,Débito,RJ,Rio de Janeiro,2201.98
Laptop,Acessórios,3,3481.62,Loja Oeste,Boleto,RS,Belo Horizonte,10444.86
Headset,Periféricos,8,4138.02,Loja Sul,Crédito,RS,Porto Alegre,33104.16
Teclado,Informática,6,4046.63,Loja Oeste,Débito,MG,Rio de Janeiro,24279.78
Monitor,Periféricos,1,3936.09,Loja Centro,Boleto,MG,São Paulo,3936.09
Webcam,Informática,4,692.51,Loja Oeste,Débito,SP,Porto Alegre,2770.04
Webcam,Informática,5,2016.33,Loja Sul,Boleto,MG,Salvador,10081.65
Webcam,Periféricos,3,4924.49,Loja Leste,Boleto,BA,Porto Alegre,14773.47
Laptop,Informática,1,4944.99,Loja Oeste,Débito,RS,São Paulo,4944.99
Webcam,Acessórios,3,3032.02,Loja Sul,Débito,RJ,Porto Alegre,9096.06
Tablet,Eletrônicos,9,3560.87,Loja Oeste,Débito,SP,Rio de Janeiro,32047.829999999998
Smartphone,Informática,2,4758.85,Loja Oeste,Débito,BA,Belo Horizonte,9517.7
Laptop,Acessórios,1,2277.14,Loja Centro,Crédito,MG,Rio de Janeiro,2277.14
Laptop,Periféricos,7,727.49,Loja Sul,Débito,RJ,Porto Alegre,5092.43
Monitor,Informática,7,3361.3,Loja Sul,Crédito,MG,Salvador,23529.100000000002
Webcam,Acessórios,5,4802.51,Loja Norte,Boleto,BA,Porto Alegre,24012.550000000003
Impressora,Informática,2,3501.17,Loja Norte,Boleto,RJ,São Paulo,7002.34
Teclado,Periféricos,1,4026.44,Loja Sul,Débito,MG,Rio de Janeiro,4026.44
Smartphone,Eletrônicos,5,2142.61,Loja Centro,Boleto,BA,Rio de Janeiro,10713.050000000001
Laptop,Informática,4,527.49,Loja Oeste,Crédito,BA,Porto Alegre,2109.96
Smartphone,Eletrônicos,9,885.97,Loja Leste,Crédito,RJ,Belo Horizonte,7973.7300000000005
Laptop,Informática,5,4914.14,Loja Oeste,Débito,BA,Porto Alegre,24570.7
Headset,Informática,2,2491.26,Loja Leste,Débito,MG,Belo Horizonte,4982.52
Monitor,Periféricos,4,109.5,Loja Centro,Débito,RJ,Porto Alegre,438.0
Tablet,Informática,9,4779.07,Loja Norte,Crédito,SP,Rio de Janeiro,43011.63
Headset,Acessórios,8,2514.01,Loja Sul,Débito,BA,Belo Horizonte,20112.08
Smartwatch,Acessórios,3,4189.53,Loja Centro,Crédito,MG,São Paulo,12568.59
Webcam,Eletrônicos,8,2764.87,Loja Leste,Crédito,RJ,Belo Horizonte,22118.96
Smartwatch,Eletrônicos,2,553.43,Loja Sul,Boleto,SP,Salvador,1106.86
Teclado,Acessórios,3,3097.07,Loja Leste,Boleto,SP,São Paulo,9291.210000000001
Impressora,Eletrônicos,5,4987.13,Loja Oeste,Débito,RS,Porto Alegre,24935.65
Tablet,Eletrônicos,8,221.95,Loja Oeste,Débito,RS,Salvador,1775.6
Headset,Acessórios,1,4216.88,Loja Oeste,Débito,RJ,São Paulo,4216.88
Smartphone,Acessórios,4,1215.63,Loja Sul,Débito,BA,Porto Alegre,4862.52
Smartphone,Acessórios,1,1999.64,Loja Norte,Crédito,MG,Belo Horizonte,1999.64
Teclado,Periféricos,1,1894.91,Loja Norte,Débito,BA,Porto Alegre,1894.91
Laptop,Periféricos,5,4499.05,Loja Leste,Boleto,MG,Rio de Janeiro,22495.25
Smartphone,Acessórios,6,2547.21,Loja Norte,Débito,MG,São Paulo,15283.26
Webcam,Informática,1,2263.51,Loja Norte,Crédito,RS,Belo Horizonte,2263.51
Impressora,Acessórios,6,4099.22,Loja Leste,Boleto,RS,Porto Alegre,24595.32
Monitor,Periféricos,5,292.09,Loja Leste,Boleto,BA,Belo Horizonte,1460.4499999999998
Webcam,Eletrônicos,4,477.96,Loja Leste,Débito,RJ,Belo Horizonte,1911.84
Impressora,Informática,5,157.36,Loja Sul,Boleto,MG,São Paulo,786.8000000000001
Teclado,Informática,8,3455.52,Loja Leste,Boleto,RS,Belo Horizonte,27644.16
Webcam,Eletrônicos,9,2651.8,Loja Sul,Débito,RJ,São Paulo,23866.2
Monitor,Informática,2,4386.31,Loja Sul,Débito,RS,Belo Horizonte,8772.62
Monitor,Eletrônicos,6,2517.74,Loja Sul,Crédito,MG,Belo Horizonte,15106.439999999999
